year,nonth,state,county,rate
2016,November,Tennessee,Morgan County,6.0
2016,November,Tennessee,Perry County,6.1
2016,November,Tennessee,Chester County,4.8
2016,November,Tennessee,Lake County,8.3
2016,November,Tennessee,White County,5.2
2016,November,Tennessee,Meigs County,6.3
2016,November,Tennessee,Fayette County,5.1
2016,November,Tennessee,Claiborne County,6.0
2016,November,Tennessee,Bedford County,4.7
2016,November,Tennessee,Shelby County,5.3
2016,November,Tennessee,Sequatchie County,5.7
2016,November,Tennessee,Decatur County,6.3
2016,November,Tennessee,Sullivan County,5.1
2016,November,Tennessee,Moore County,3.7
2016,November,Tennessee,Warren County,4.4
2016,November,Tennessee,Unicoi County,6.7
2016,November,Tennessee,Hardin County,6.0
2016,November,Tennessee,Maury County,3.9
2016,November,Tennessee,Rutherford County,3.6
2016,November,Tennessee,Cheatham County,3.8
2016,November,Tennessee,Franklin County,5.0
2016,November,Tennessee,Hamblen County,4.8
2016,November,Tennessee,Johnson County,4.8
2016,November,Tennessee,Clay County,6.4
2016,November,Tennessee,Roane County,5.3
2016,November,Tennessee,Henry County,5.6
2016,November,Tennessee,Cumberland County,5.8
2016,November,Tennessee,Crockett County,5.0
2016,November,Tennessee,Bledsoe County,6.7
2016,November,Tennessee,Washington County,4.7
2016,November,Tennessee,Carter County,5.6
2016,November,Tennessee,Loudon County,4.6
2016,November,Tennessee,Blount County,4.2
2016,November,Tennessee,Putnam County,4.8
2016,November,Tennessee,Hardeman County,5.9
2016,November,Tennessee,Weakley County,5.6
2016,November,Tennessee,Sevier County,4.1
2016,November,Tennessee,Montgomery County,5.0
2016,November,Tennessee,Humphreys County,5.4
2016,November,Tennessee,Wayne County,5.7
2016,November,Tennessee,Obion County,7.0
2016,November,Tennessee,Polk County,5.1
2016,November,Tennessee,Dekalb County,5.5
2016,November,Tennessee,Henderson County,6.2
2016,November,Tennessee,Grundy County,6.9
2016,November,Tennessee,Hancock County,7.1
2016,November,Tennessee,Carroll County,6.1
2016,November,Tennessee,Lewis County,5.5
2016,November,Tennessee,Jackson County,7.0
2016,November,Tennessee,Bradley County,4.0
2016,November,Tennessee,Cannon County,4.3
2016,November,Tennessee,Greene County,5.1
2016,November,Tennessee,Coffee County,4.7
2016,November,Tennessee,Dyer County,5.7
2016,November,Tennessee,Houston County,6.4
2016,November,Tennessee,Lauderdale County,7.0
2016,November,Tennessee,Sumner County,3.7
2016,November,Tennessee,McMinn County,5.3
2016,November,Tennessee,Fentress County,5.7
2016,November,Tennessee,Union County,5.5
2016,November,Tennessee,Hickman County,4.3
2016,November,Tennessee,Wilson County,3.7
2016,November,Tennessee,Trousdale County,4.2
2016,November,Tennessee,Hamilton County,4.6
2016,November,Tennessee,Pickett County,6.0
2016,November,Tennessee,Van Buren County,5.6
2016,November,Arizona,Pinal County,4.9
2016,November,Arizona,Greenlee County,6.0
2016,November,Arizona,La Paz County,5.5
2016,November,Arizona,Mohave County,5.8
2016,November,Arizona,Yuma County,16.7
2016,November,Arizona,Gila County,6.6
2016,November,Arizona,Maricopa County,4.0
2016,November,Arizona,Navajo County,7.2
2016,November,Arizona,Graham County,5.6
2016,November,Arizona,Pima County,4.4
2016,November,Arizona,Apache County,10.1
2016,November,Arizona,Coconino County,5.5
2016,November,Arizona,Cochise County,5.5
2016,November,Arizona,Santa Cruz County,9.1
2016,November,Arizona,Yavapai County,4.3
2016,November,Iowa,Monroe County,4.7
2016,November,Iowa,Taylor County,2.5
2016,November,Iowa,Madison County,2.9
2016,November,Iowa,Bremer County,3.3
2016,November,Iowa,Adams County,2.1
2016,November,Iowa,Marion County,2.5
2016,November,Iowa,Linn County,3.1
2016,November,Iowa,Poweshiek County,2.7
2016,November,Iowa,Hardin County,3.3
2016,November,Iowa,Allamakee County,4.2
2016,November,Iowa,Lyon County,1.8
2016,November,Iowa,Butler County,3.8
2016,November,Iowa,Boone County,2.1
2016,November,Iowa,Cerro Gordo County,3.2
2016,November,Iowa,Benton County,3.0
2016,November,Iowa,Clinton County,4.4
2016,November,Iowa,Black Hawk County,4.1
2016,November,Iowa,Van Buren County,3.4
2016,November,Iowa,Cherokee County,2.6
2016,November,Iowa,Scott County,4.1
2016,November,Iowa,Buena Vista County,2.8
2016,November,Iowa,Howard County,2.6
2016,November,Iowa,Jefferson County,3.6
2016,November,Iowa,Des Moines County,4.1
2016,November,Iowa,Marshall County,3.9
2016,November,Iowa,Wapello County,6.6
2016,November,Iowa,Sioux County,1.4
2016,November,Iowa,Page County,5.5
2016,November,Iowa,Jasper County,3.0
2016,November,Iowa,Sac County,2.4
2016,November,Iowa,Winnebago County,3.0
2016,November,Iowa,Appanoose County,4.6
2016,November,Iowa,Mahaska County,3.3
2016,November,Iowa,Pottawattamie County,2.7
2016,November,Iowa,Emmet County,4.9
2016,November,Iowa,Keokuk County,3.7
2016,November,Iowa,Clayton County,3.7
2016,November,Iowa,Fremont County,2.9
2016,November,Iowa,Fayette County,3.8
2016,November,Iowa,Shelby County,2.4
2016,November,Iowa,Decatur County,2.8
2016,November,Iowa,Warren County,2.6
2016,November,Iowa,Lee County,5.3
2016,November,Iowa,Winneshiek County,2.3
2016,November,Iowa,O'Brien County,2.1
2016,November,Iowa,Cedar County,2.6
2016,November,Iowa,Ringgold County,2.7
2016,November,Iowa,Delaware County,3.0
2016,November,Iowa,Muscatine County,3.2
2016,November,Iowa,Franklin County,2.9
2016,November,Iowa,Monona County,3.0
2016,November,Iowa,Johnson County,2.1
2016,November,Iowa,Clay County,3.6
2016,November,Iowa,Henry County,3.0
2016,November,Iowa,Crawford County,4.4
2016,November,Iowa,Union County,3.1
2016,November,Iowa,Washington County,2.5
2016,November,Iowa,Ida County,2.0
2016,November,Iowa,Plymouth County,2.8
2016,November,Iowa,Harrison County,2.6
2016,November,Iowa,Tama County,3.3
2016,November,Iowa,Floyd County,2.9
2016,November,Iowa,Guthrie County,2.6
2016,November,Iowa,Montgomery County,3.4
2016,November,Iowa,Kossuth County,2.0
2016,November,Iowa,Webster County,3.2
2016,November,Iowa,Wayne County,3.1
2016,November,Iowa,Humboldt County,2.2
2016,November,Iowa,Polk County,3.0
2016,November,Iowa,Calhoun County,3.0
2016,November,Iowa,Clarke County,2.7
2016,November,Iowa,Buchanan County,3.3
2016,November,Iowa,Wright County,3.7
2016,November,Iowa,Lucas County,2.5
2016,November,Iowa,Grundy County,2.9
2016,November,Iowa,Adair County,2.3
2016,November,Iowa,Hancock County,2.2
2016,November,Iowa,Dickinson County,4.5
2016,November,Iowa,Carroll County,2.2
2016,November,Iowa,Jones County,3.1
2016,November,Iowa,Jackson County,3.1
2016,November,Iowa,Dubuque County,2.7
2016,November,Iowa,Davis County,5.0
2016,November,Iowa,Woodbury County,3.3
2016,November,Iowa,Cass County,2.3
2016,November,Iowa,Iowa County,2.4
2016,November,Iowa,Chickasaw County,3.3
2016,November,Iowa,Greene County,2.1
2016,November,Iowa,Story County,1.7
2016,November,Iowa,Mills County,3.0
2016,November,Iowa,Osceola County,2.7
2016,November,Iowa,Worth County,2.8
2016,November,Iowa,Palo Alto County,3.0
2016,November,Iowa,Louisa County,3.3
2016,November,Iowa,Mitchell County,2.0
2016,November,Iowa,Audubon County,2.2
2016,November,Iowa,Dallas County,2.2
2016,November,Iowa,Hamilton County,3.0
2016,November,Iowa,Pocahontas County,2.3
2016,November,Michigan,Livingston County,3.9
2016,November,Michigan,Clare County,6.3
2016,November,Michigan,Macomb County,5.0
2016,November,Michigan,Baraga County,6.9
2016,November,Michigan,Mason County,5.0
2016,November,Michigan,Eaton County,3.2
2016,November,Michigan,Calhoun County,4.1
2016,November,Michigan,Iosco County,6.0
2016,November,Michigan,Benzie County,5.3
2016,November,Michigan,Alcona County,6.9
2016,November,Michigan,Alger County,8.4
2016,November,Michigan,Gladwin County,5.7
2016,November,Michigan,Huron County,4.0
2016,November,Michigan,Mecosta County,4.4
2016,November,Michigan,Menominee County,5.2
2016,November,Michigan,Marquette County,5.1
2016,November,Michigan,Gratiot County,4.7
2016,November,Michigan,Kalkaska County,5.8
2016,November,Michigan,Montmorency County,9.8
2016,November,Michigan,Saint Joseph County,3.9
2016,November,Michigan,Charlevoix County,4.8
2016,November,Michigan,Mackinac County,11.1
2016,November,Michigan,Washtenaw County,3.0
2016,November,Michigan,Dickinson County,4.4
2016,November,Michigan,Barry County,3.3
2016,November,Michigan,Arenac County,7.1
2016,November,Michigan,Tuscola County,5.1
2016,November,Michigan,Oscoda County,6.5
2016,November,Michigan,Wayne County,6.0
2016,November,Michigan,Roscommon County,7.3
2016,November,Michigan,Alpena County,5.0
2016,November,Michigan,Jackson County,4.3
2016,November,Michigan,Saginaw County,4.4
2016,November,Michigan,Missaukee County,4.5
2016,November,Michigan,Genesee County,4.7
2016,November,Michigan,Hillsdale County,4.7
2016,November,Michigan,Cheboygan County,9.7
2016,November,Michigan,Wexford County,4.9
2016,November,Michigan,Berrien County,4.4
2016,November,Michigan,Oceana County,6.0
2016,November,Michigan,Oakland County,4.1
2016,November,Michigan,Lapeer County,5.7
2016,November,Michigan,Cass County,4.3
2016,November,Michigan,Allegan County,3.3
2016,November,Michigan,Crawford County,6.9
2016,November,Michigan,Bay County,4.4
2016,November,Michigan,Emmet County,6.0
2016,November,Michigan,Grand Traverse County,3.6
2016,November,Michigan,Isabella County,3.9
2016,November,Michigan,Houghton County,4.8
2016,November,Michigan,Muskegon County,4.6
2016,November,Michigan,Lake County,6.3
2016,November,Michigan,Chippewa County,6.2
2016,November,Michigan,Clinton County,3.0
2016,November,Michigan,Manistee County,5.6
2016,November,Michigan,Osceola County,4.8
2016,November,Michigan,Ottawa County,3.0
2016,November,Michigan,Lenawee County,3.7
2016,November,Michigan,Ionia County,3.5
2016,November,Michigan,Sanilac County,4.8
2016,November,Michigan,Gogebic County,6.1
2016,November,Michigan,Delta County,5.5
2016,November,Michigan,Otsego County,5.7
2016,November,Michigan,Montcalm County,4.3
2016,November,Michigan,Monroe County,3.7
2016,November,Michigan,Shiawassee County,4.3
2016,November,Michigan,Iron County,5.8
2016,November,Michigan,Ingham County,3.6
2016,November,Michigan,Branch County,4.3
2016,November,Michigan,Saint Clair County,5.5
2016,November,Michigan,Schoolcraft County,7.6
2016,November,Michigan,Kalamazoo County,3.6
2016,November,Michigan,Keweenaw County,8.0
2016,November,Michigan,Ogemaw County,6.5
2016,November,Michigan,Leelanau County,4.1
2016,November,Michigan,Midland County,4.1
2016,November,Michigan,Antrim County,6.3
2016,November,Michigan,Ontonagon County,8.1
2016,November,Michigan,Newaygo County,4.0
2016,November,Michigan,Kent County,3.1
2016,November,Michigan,Presque Isle County,8.0
2016,November,Michigan,Luce County,6.4
2016,November,Michigan,Van Buren County,4.7
2016,November,Kansas,Wabaunsee County,4.0
2016,November,Kansas,Stanton County,2.7
2016,November,Kansas,Doniphan County,3.7
2016,November,Kansas,Gray County,2.3
2016,November,Kansas,Marion County,3.9
2016,November,Kansas,Linn County,5.8
2016,November,Kansas,Reno County,4.2
2016,November,Kansas,Lincoln County,3.4
2016,November,Kansas,Shawnee County,3.7
2016,November,Kansas,Cowley County,4.2
2016,November,Kansas,Saline County,3.5
2016,November,Kansas,Logan County,2.3
2016,November,Kansas,Chase County,3.1
2016,November,Kansas,Lyon County,3.8
2016,November,Kansas,Butler County,4.0
2016,November,Kansas,Wyandotte County,5.1
2016,November,Kansas,Sheridan County,2.4
2016,November,Kansas,Smith County,3.1
2016,November,Kansas,Brown County,3.4
2016,November,Kansas,Clark County,2.4
2016,November,Kansas,Rooks County,4.2
2016,November,Kansas,Cherokee County,4.1
2016,November,Kansas,Nemaha County,2.5
2016,November,Kansas,Ford County,3.1
2016,November,Kansas,Scott County,2.3
2016,November,Kansas,Harper County,3.7
2016,November,Kansas,Grant County,3.5
2016,November,Kansas,Stafford County,3.7
2016,November,Kansas,Pratt County,3.7
2016,November,Kansas,Kingman County,4.1
2016,November,Kansas,Rush County,3.7
2016,November,Kansas,Greenwood County,4.4
2016,November,Kansas,Greeley County,2.1
2016,November,Kansas,Sedgwick County,4.3
2016,November,Kansas,Jefferson County,3.5
2016,November,Kansas,Marshall County,3.1
2016,November,Kansas,Morton County,3.8
2016,November,Kansas,Norton County,2.3
2016,November,Kansas,Rawlins County,2.3
2016,November,Kansas,Bourbon County,4.4
2016,November,Kansas,Meade County,3.0
2016,November,Kansas,Ellsworth County,3.5
2016,November,Kansas,Wichita County,2.5
2016,November,Kansas,Douglas County,3.2
2016,November,Kansas,Kiowa County,3.0
2016,November,Kansas,Seward County,4.0
2016,November,Kansas,Haskell County,2.5
2016,November,Kansas,Hodgeman County,2.8
2016,November,Kansas,Osage County,4.3
2016,November,Kansas,Russell County,3.8
2016,November,Kansas,Decatur County,3.3
2016,November,Kansas,Pottawatomie County,3.3
2016,November,Kansas,Edwards County,3.1
2016,November,Kansas,Sumner County,3.9
2016,November,Kansas,Labette County,5.2
2016,November,Kansas,Thomas County,2.7
2016,November,Kansas,Republic County,3.0
2016,November,Kansas,Osborne County,3.3
2016,November,Kansas,Leavenworth County,3.9
2016,November,Kansas,Ness County,3.4
2016,November,Kansas,Jewell County,4.0
2016,November,Kansas,Franklin County,3.6
2016,November,Kansas,Allen County,4.8
2016,November,Kansas,Johnson County,3.1
2016,November,Kansas,Clay County,3.9
2016,November,Kansas,Crawford County,4.4
2016,November,Kansas,Coffey County,5.5
2016,November,Kansas,Neosho County,6.4
2016,November,Kansas,Gove County,2.5
2016,November,Kansas,Washington County,3.0
2016,November,Kansas,Woodson County,5.4
2016,November,Kansas,Ottawa County,3.4
2016,November,Kansas,Barber County,3.4
2016,November,Kansas,McPherson County,2.9
2016,November,Kansas,Montgomery County,5.6
2016,November,Kansas,Ellis County,2.8
2016,November,Kansas,Cloud County,4.4
2016,November,Kansas,Stevens County,3.3
2016,November,Kansas,Anderson County,3.7
2016,November,Kansas,Barton County,4.1
2016,November,Kansas,Miami County,3.7
2016,November,Kansas,Dickinson County,4.0
2016,November,Kansas,Trego County,3.2
2016,November,Kansas,Pawnee County,3.2
2016,November,Kansas,Jackson County,3.3
2016,November,Kansas,Comanche County,2.8
2016,November,Kansas,Graham County,3.5
2016,November,Kansas,Atchison County,5.7
2016,November,Kansas,Wallace County,2.6
2016,November,Kansas,Geary County,5.1
2016,November,Kansas,Riley County,3.0
2016,November,Kansas,Harvey County,4.1
2016,November,Kansas,Phillips County,2.7
2016,November,Kansas,Finney County,2.9
2016,November,Kansas,Sherman County,3.4
2016,November,Kansas,Kearny County,2.9
2016,November,Kansas,Elk County,4.6
2016,November,Kansas,Rice County,3.6
2016,November,Kansas,Wilson County,5.8
2016,November,Kansas,Cheyenne County,3.0
2016,November,Kansas,Hamilton County,2.5
2016,November,Kansas,Lane County,3.2
2016,November,Kansas,Chautauqua County,5.1
2016,November,Kansas,Mitchell County,2.9
2016,November,Kansas,Morris County,3.8
2016,November,Utah,Wayne County,6.9
2016,November,Utah,Beaver County,4.6
2016,November,Utah,San Juan County,5.9
2016,November,Utah,Duchesne County,5.9
2016,November,Utah,Piute County,4.8
2016,November,Utah,Daggett County,4.3
2016,November,Utah,Morgan County,2.2
2016,November,Utah,Box Elder County,2.7
2016,November,Utah,Davis County,2.4
2016,November,Utah,Garfield County,6.8
2016,November,Utah,Iron County,3.6
2016,November,Utah,Tooele County,2.8
2016,November,Utah,Carbon County,4.3
2016,November,Utah,Washington County,2.7
2016,November,Utah,Emery County,4.2
2016,November,Utah,Weber County,2.9
2016,November,Utah,Sanpete County,2.8
2016,November,Utah,Millard County,2.8
2016,November,Utah,Sevier County,3.2
2016,November,Utah,Cache County,2.2
2016,November,Utah,Grand County,4.9
2016,November,Utah,Juab County,2.4
2016,November,Utah,Utah County,2.2
2016,November,Utah,Uintah County,6.5
2016,November,Utah,Wasatch County,2.6
2016,November,Utah,Summit County,2.9
2016,November,Utah,Salt Lake County,2.4
2016,November,Utah,Rich County,3.2
2016,November,Utah,Kane County,2.8
2016,November,Virginia,Hanover County,3.4
2016,November,Virginia,Madison County,3.0
2016,November,Virginia,Norfolk City,5.1
2016,November,Virginia,Colonial Heights City,4.4
2016,November,Virginia,Page County,5.3
2016,November,Virginia,Giles County,5.1
2016,November,Virginia,Northumberland County,4.5
2016,November,Virginia,York County,3.9
2016,November,Virginia,Craig County,4.8
2016,November,Virginia,Martinsville City,6.8
2016,November,Virginia,Suffolk City,4.6
2016,November,Virginia,Manassas City,3.5
2016,November,Virginia,Lexington City,6.3
2016,November,Virginia,Orange County,3.9
2016,November,Virginia,Dinwiddie County,4.5
2016,November,Virginia,Rockingham County,3.4
2016,November,Virginia,Fairfax City,3.0
2016,November,Virginia,Spotsylvania County,4.0
2016,November,Virginia,Accomack County,5.0
2016,November,Virginia,Alexandria City,3.0
2016,November,Virginia,Augusta County,3.8
2016,November,Virginia,Falls Church City,2.7
2016,November,Virginia,Northampton County,5.8
2016,November,Virginia,Chesterfield County,3.8
2016,November,Virginia,Brunswick County,5.6
2016,November,Virginia,Gloucester County,3.6
2016,November,Virginia,Scott County,4.6
2016,November,Virginia,Goochland County,3.7
2016,November,Virginia,Surry County,4.4
2016,November,Virginia,Stafford County,3.9
2016,November,Virginia,Rockbridge County,4.5
2016,November,Virginia,Williamsburg City,5.3
2016,November,Virginia,Danville City,5.8
2016,November,Virginia,Nottoway County,3.8
2016,November,Virginia,Roanoke City,4.2
2016,November,Virginia,Middlesex County,3.6
2016,November,Virginia,Staunton City,4.0
2016,November,Virginia,Fauquier County,3.4
2016,November,Virginia,King William County,3.8
2016,November,Virginia,Lunenburg County,4.8
2016,November,Virginia,Powhatan County,3.5
2016,November,Virginia,Campbell County,4.4
2016,November,Virginia,Norton City,6.7
2016,November,Virginia,Pulaski County,5.3
2016,November,Virginia,Fairfax County,3.2
2016,November,Virginia,Bristol City,5.4
2016,November,Virginia,Henrico County,3.8
2016,November,Virginia,Lynchburg City,4.9
2016,November,Virginia,Wythe County,5.8
2016,November,Virginia,Radford City,4.9
2016,November,Virginia,Greensville County,5.2
2016,November,Virginia,Essex County,5.0
2016,November,Virginia,Highland County,3.4
2016,November,Virginia,Roanoke County,3.6
2016,November,Virginia,Charlottesville City,3.1
2016,November,Virginia,Amelia County,4.1
2016,November,Virginia,Lancaster County,4.6
2016,November,Virginia,Shenandoah County,3.6
2016,November,Virginia,Franklin City,5.7
2016,November,Virginia,Pittsylvania County,4.7
2016,November,Virginia,Richmond County,3.6
2016,November,Virginia,Appomattox County,4.6
2016,November,Virginia,King and Queen County,4.3
2016,November,Virginia,Dickenson County,9.1
2016,November,Virginia,Buena Vista City,5.0
2016,November,Virginia,Russell County,6.2
2016,November,Virginia,Bedford County,4.1
2016,November,Virginia,Alleghany County,5.2
2016,November,Virginia,Manassas Park City,3.5
2016,November,Virginia,Waynesboro City,4.3
2016,November,Virginia,Culpeper County,3.7
2016,November,Virginia,Warren County,3.9
2016,November,Virginia,Prince Edward County,5.2
2016,November,Virginia,Richmond City,4.5
2016,November,Virginia,Westmoreland County,4.5
2016,November,Virginia,Fredericksburg City,4.7
2016,November,Virginia,Mathews County,3.8
2016,November,Virginia,Halifax County,5.7
2016,November,Virginia,Lee County,6.6
2016,November,Virginia,Patrick County,5.6
2016,November,Virginia,Newport News City,5.0
2016,November,Virginia,Fluvanna County,3.2
2016,November,Virginia,Charlotte County,5.1
2016,November,Virginia,Franklin County,4.2
2016,November,Virginia,Grayson County,4.6
2016,November,Virginia,New Kent County,3.4
2016,November,Virginia,Henry County,5.8
2016,November,Virginia,Loudoun County,3.2
2016,November,Virginia,Sussex County,6.2
2016,November,Virginia,Albemarle County,3.3
2016,November,Virginia,Botetourt County,3.6
2016,November,Virginia,Cumberland County,4.7
2016,November,Virginia,Mecklenburg County,5.5
2016,November,Virginia,Isle of Wight County,4.2
2016,November,Virginia,Emporia City,6.0
2016,November,Virginia,James City County,3.8
2016,November,Virginia,Southampton County,3.9
2016,November,Virginia,Smyth County,5.7
2016,November,Virginia,Winchester City,3.8
2016,November,Virginia,Floyd County,3.9
2016,November,Virginia,Prince William County,3.6
2016,November,Virginia,Poquoson City,3.6
2016,November,Virginia,Montgomery County,3.9
2016,November,Virginia,Petersburg City,7.3
2016,November,Virginia,Charles City County,4.4
2016,November,Virginia,Caroline County,4.3
2016,November,Virginia,Virginia Beach City,4.0
2016,November,Virginia,Clarke County,3.6
2016,November,Virginia,Covington City,5.9
2016,November,Virginia,Buchanan County,9.6
2016,November,Virginia,Bland County,5.0
2016,November,Virginia,Tazewell County,7.2
2016,November,Virginia,Arlington County,2.7
2016,November,Virginia,Wise County,8.2
2016,November,Virginia,Amherst County,4.3
2016,November,Virginia,Bath County,3.6
2016,November,Virginia,Hampton City,5.6
2016,November,Virginia,Carroll County,4.9
2016,November,Virginia,Buckingham County,5.5
2016,November,Virginia,Rappahannock County,3.4
2016,November,Virginia,Frederick County,3.3
2016,November,Virginia,Nelson County,3.4
2016,November,Virginia,Greene County,3.0
2016,November,Virginia,Prince George County,4.7
2016,November,Virginia,Portsmouth City,5.9
2016,November,Virginia,Washington County,4.5
2016,November,Virginia,King George County,4.1
2016,November,Virginia,Salem City,3.9
2016,November,Virginia,Louisa County,3.6
2016,November,Virginia,Harrisonburg City,4.4
2016,November,Virginia,Hopewell City,6.5
2016,November,Virginia,Chesapeake City,4.2
2016,November,Virginia,Galax City,5.1
2016,November,Oregon,Polk County,4.6
2016,November,Oregon,Yamhill County,4.3
2016,November,Oregon,Jefferson County,6.2
2016,November,Oregon,Josephine County,6.0
2016,November,Oregon,Hood River County,4.2
2016,November,Oregon,Klamath County,6.3
2016,November,Oregon,Baker County,6.0
2016,November,Oregon,Curry County,7.1
2016,November,Oregon,Linn County,5.3
2016,November,Oregon,Umatilla County,5.3
2016,November,Oregon,Lincoln County,5.5
2016,November,Oregon,Jackson County,5.1
2016,November,Oregon,Marion County,4.6
2016,November,Oregon,Tillamook County,4.8
2016,November,Oregon,Wasco County,4.8
2016,November,Oregon,Morrow County,5.0
2016,November,Oregon,Malheur County,4.8
2016,November,Oregon,Clatsop County,4.6
2016,November,Oregon,Benton County,3.4
2016,November,Oregon,Union County,5.5
2016,November,Oregon,Coos County,6.2
2016,November,Oregon,Lake County,6.5
2016,November,Oregon,Washington County,3.8
2016,November,Oregon,Douglas County,6.0
2016,November,Oregon,Clackamas County,4.1
2016,November,Oregon,Sherman County,4.0
2016,November,Oregon,Crook County,6.5
2016,November,Oregon,Gilliam County,4.8
2016,November,Oregon,Harney County,5.7
2016,November,Oregon,Deschutes County,4.5
2016,November,Oregon,Columbia County,5.7
2016,November,Oregon,Wheeler County,4.6
2016,November,Oregon,Grant County,6.4
2016,November,Oregon,Wallowa County,6.4
2016,November,Oregon,Lane County,4.9
2016,November,Oregon,Multnomah County,3.9
2016,November,Connecticut,Tolland County,3.1
2016,November,Connecticut,Fairfield County,3.6
2016,November,Connecticut,New London County,3.7
2016,November,Connecticut,Litchfield County,3.2
2016,November,Connecticut,Hartford County,3.9
2016,November,Connecticut,New Haven County,4.1
2016,November,Connecticut,Windham County,3.9
2016,November,Connecticut,Middlesex County,3.0
2016,November,Montana,Pondera County,3.8
2016,November,Montana,Daniels County,2.3
2016,November,Montana,Jefferson County,4.0
2016,November,Montana,Madison County,4.3
2016,November,Montana,Hill County,4.0
2016,November,Montana,Ravalli County,4.1
2016,November,Montana,Sanders County,6.7
2016,November,Montana,Chouteau County,2.9
2016,November,Montana,Deer Lodge County,3.9
2016,November,Montana,Meagher County,4.4
2016,November,Montana,Wibaux County,3.3
2016,November,Montana,Blaine County,3.8
2016,November,Montana,Roosevelt County,4.1
2016,November,Montana,Beaverhead County,3.0
2016,November,Montana,Gallatin County,3.1
2016,November,Montana,Valley County,2.9
2016,November,Montana,Lewis and Clark County,3.1
2016,November,Montana,Big Horn County,5.5
2016,November,Montana,Lincoln County,8.5
2016,November,Montana,Treasure County,2.9
2016,November,Montana,Mineral County,6.9
2016,November,Montana,McCone County,2.4
2016,November,Montana,Musselshell County,4.0
2016,November,Montana,Silver Bow County,3.7
2016,November,Montana,Powder River County,2.4
2016,November,Montana,Garfield County,2.8
2016,November,Montana,Granite County,5.4
2016,November,Montana,Custer County,2.7
2016,November,Montana,Carbon County,3.3
2016,November,Montana,Petroleum County,4.9
2016,November,Montana,Cascade County,3.4
2016,November,Montana,Fergus County,3.4
2016,November,Montana,Rosebud County,4.7
2016,November,Montana,Fallon County,2.6
2016,November,Montana,Lake County,4.2
2016,November,Montana,Golden Valley County,4.1
2016,November,Montana,Dawson County,3.3
2016,November,Montana,Teton County,3.8
2016,November,Montana,Carter County,2.3
2016,November,Montana,Liberty County,2.8
2016,November,Montana,Sheridan County,2.8
2016,November,Montana,Yellowstone County,3.1
2016,November,Montana,Powell County,4.9
2016,November,Montana,Glacier County,7.7
2016,November,Montana,Prairie County,3.0
2016,November,Montana,Phillips County,4.1
2016,November,Montana,Richland County,3.8
2016,November,Montana,Broadwater County,4.1
2016,November,Montana,Sweet Grass County,2.8
2016,November,Montana,Stillwater County,3.5
2016,November,Montana,Flathead County,5.4
2016,November,Montana,Wheatland County,4.5
2016,November,Montana,Park County,4.4
2016,November,Montana,Toole County,3.4
2016,November,Montana,Missoula County,3.3
2016,November,Montana,Judith Basin County,3.5
2016,November,California,Humboldt County,4.5
2016,November,California,Sonoma County,3.7
2016,November,California,San Luis Obispo County,3.8
2016,November,California,Glenn County,7.2
2016,November,California,Nevada County,4.5
2016,November,California,Yolo County,5.5
2016,November,California,Sacramento County,5.0
2016,November,California,Fresno County,9.3
2016,November,California,Calaveras County,5.4
2016,November,California,Marin County,3.0
2016,November,California,Lassen County,6.1
2016,November,California,Contra Costa County,4.1
2016,November,California,Yuba County,7.9
2016,November,California,Del Norte County,7.3
2016,November,California,San Mateo County,2.8
2016,November,California,Mono County,5.8
2016,November,California,Merced County,9.4
2016,November,California,Santa Cruz County,6.1
2016,November,California,Ventura County,5.0
2016,November,California,Placer County,4.1
2016,November,California,Inyo County,4.8
2016,November,California,Stanislaus County,7.9
2016,November,California,Orange County,3.7
2016,November,California,Trinity County,6.4
2016,November,California,Alpine County,7.4
2016,November,California,Madera County,8.9
2016,November,California,Imperial County,22.1
2016,November,California,Kings County,9.3
2016,November,California,Mariposa County,6.3
2016,November,California,San Benito County,5.9
2016,November,California,Lake County,6.6
2016,November,California,El Dorado County,4.7
2016,November,California,Solano County,5.1
2016,November,California,Los Angeles County,4.8
2016,November,California,San Diego County,4.3
2016,November,California,Alameda County,4.0
2016,November,California,Colusa County,15.3
2016,November,California,Sierra County,6.5
2016,November,California,Tehama County,6.4
2016,November,California,Modoc County,7.8
2016,November,California,Amador County,5.5
2016,November,California,San Joaquin County,7.7
2016,November,California,Siskiyou County,7.8
2016,November,California,Riverside County,5.7
2016,November,California,San Francisco County,3.1
2016,November,California,San Bernardino County,5.3
2016,November,California,Santa Clara County,3.5
2016,November,California,Tulare County,10.8
2016,November,California,Shasta County,6.4
2016,November,California,Santa Barbara County,4.6
2016,November,California,Monterey County,6.6
2016,November,California,Tuolumne County,5.7
2016,November,California,Sutter County,9.3
2016,November,California,Butte County,5.9
2016,November,California,Kern County,9.1
2016,November,California,Napa County,4.2
2016,November,California,Mendocino County,5.1
2016,November,California,Plumas County,8.6
2016,November,Massachusetts,Hampden County,3.4
2016,November,Massachusetts,Nantucket County,3.1
2016,November,Massachusetts,Bristol County,3.1
2016,November,Massachusetts,Berkshire County,2.9
2016,November,Massachusetts,Worcester County,2.7
2016,November,Massachusetts,Essex County,2.7
2016,November,Massachusetts,Norfolk County,2.3
2016,November,Massachusetts,Suffolk County,2.4
2016,November,Massachusetts,Franklin County,2.3
2016,November,Massachusetts,Barnstable County,3.4
2016,November,Massachusetts,Dukes County,4.1
