year,nonth,state,county,rate
2016,November,Massachusetts,Plymouth County,2.6
2016,November,Massachusetts,Middlesex County,2.1
2016,November,Massachusetts,Hampshire County,2.2
2016,November,West Virginia,Tyler County,7.5
2016,November,West Virginia,Wayne County,5.7
2016,November,West Virginia,Monroe County,3.5
2016,November,West Virginia,Mason County,6.1
2016,November,West Virginia,Calhoun County,11.2
2016,November,West Virginia,Wirt County,7.7
2016,November,West Virginia,Jefferson County,2.7
2016,November,West Virginia,Kanawha County,4.8
2016,November,West Virginia,Pleasants County,7.0
2016,November,West Virginia,Marshall County,6.5
2016,November,West Virginia,Greenbrier County,4.6
2016,November,West Virginia,Preston County,4.6
2016,November,West Virginia,Wood County,5.0
2016,November,West Virginia,Upshur County,6.3
2016,November,West Virginia,Monongalia County,3.4
2016,November,West Virginia,Brooke County,5.9
2016,November,West Virginia,Ritchie County,6.3
2016,November,West Virginia,Marion County,5.3
2016,November,West Virginia,Hancock County,5.7
2016,November,West Virginia,Cabell County,4.1
2016,November,West Virginia,Wyoming County,7.5
2016,November,West Virginia,Lincoln County,6.7
2016,November,West Virginia,Jackson County,5.4
2016,November,West Virginia,Mineral County,5.0
2016,November,West Virginia,Randolph County,5.2
2016,November,West Virginia,Mingo County,10.5
2016,November,West Virginia,Summers County,5.5
2016,November,West Virginia,Logan County,8.4
2016,November,West Virginia,Mercer County,5.7
2016,November,West Virginia,Ohio County,4.6
2016,November,West Virginia,Clay County,9.1
2016,November,West Virginia,Roane County,9.1
2016,November,West Virginia,Raleigh County,5.8
2016,November,West Virginia,Boone County,7.0
2016,November,West Virginia,Taylor County,4.6
2016,November,West Virginia,Berkeley County,3.3
2016,November,West Virginia,Wetzel County,7.3
2016,November,West Virginia,Doddridge County,4.5
2016,November,West Virginia,Harrison County,5.0
2016,November,West Virginia,Putnam County,4.3
2016,November,West Virginia,Barbour County,5.3
2016,November,West Virginia,Hardy County,4.8
2016,November,West Virginia,Hampshire County,3.4
2016,November,West Virginia,Morgan County,3.7
2016,November,West Virginia,Tucker County,4.7
2016,November,West Virginia,Lewis County,6.9
2016,November,West Virginia,Fayette County,7.1
2016,November,West Virginia,Gilmer County,6.3
2016,November,West Virginia,Nicholas County,7.8
2016,November,West Virginia,Grant County,4.9
2016,November,West Virginia,Braxton County,7.5
2016,November,West Virginia,Pendleton County,3.2
2016,November,West Virginia,Webster County,7.3
2016,November,West Virginia,McDowell County,10.8
2016,November,West Virginia,Pocahontas County,7.2
2016,November,South Carolina,Sumter County,4.9
2016,November,South Carolina,Calhoun County,5.3
2016,November,South Carolina,Colleton County,4.3
2016,November,South Carolina,Greenville County,3.4
2016,November,South Carolina,Dillon County,5.3
2016,November,South Carolina,Hampton County,4.5
2016,November,South Carolina,Lee County,5.7
2016,November,South Carolina,Anderson County,3.6
2016,November,South Carolina,Edgefield County,4.6
2016,November,South Carolina,Jasper County,3.5
2016,November,South Carolina,Charleston County,3.2
2016,November,South Carolina,Dorchester County,3.6
2016,November,South Carolina,Bamberg County,7.4
2016,November,South Carolina,Darlington County,5.2
2016,November,South Carolina,Fairfield County,5.7
2016,November,South Carolina,Marion County,7.5
2016,November,South Carolina,Lexington County,3.3
2016,November,South Carolina,Allendale County,7.3
2016,November,South Carolina,Marlboro County,6.6
2016,November,South Carolina,Chester County,5.8
2016,November,South Carolina,Williamsburg County,5.9
2016,November,South Carolina,Union County,4.6
2016,November,South Carolina,Berkeley County,3.6
2016,November,South Carolina,York County,3.8
2016,November,South Carolina,Orangeburg County,7.2
2016,November,South Carolina,Lancaster County,4.3
2016,November,South Carolina,Horry County,4.9
2016,November,South Carolina,Abbeville County,4.2
2016,November,South Carolina,Cherokee County,4.6
2016,November,South Carolina,McCormick County,4.2
2016,November,South Carolina,Florence County,4.2
2016,November,South Carolina,Clarendon County,5.2
2016,November,South Carolina,Chesterfield County,4.0
2016,November,South Carolina,Spartanburg County,3.8
2016,November,South Carolina,Richland County,4.0
2016,November,South Carolina,Beaufort County,3.8
2016,November,South Carolina,Saluda County,3.5
2016,November,South Carolina,Kershaw County,4.3
2016,November,South Carolina,Aiken County,4.0
2016,November,South Carolina,Barnwell County,5.8
2016,November,South Carolina,Oconee County,3.8
2016,November,South Carolina,Pickens County,4.0
2016,November,South Carolina,Newberry County,3.5
2016,November,South Carolina,Georgetown County,5.2
2016,November,South Carolina,Greenwood County,4.2
2016,November,South Carolina,Laurens County,4.0
2016,November,New Hampshire,Rockingham County,2.6
2016,November,New Hampshire,Grafton County,2.3
2016,November,New Hampshire,Carroll County,2.7
2016,November,New Hampshire,Strafford County,2.2
2016,November,New Hampshire,Coos County,3.6
2016,November,New Hampshire,Belknap County,2.5
2016,November,New Hampshire,Cheshire County,2.4
2016,November,New Hampshire,Hillsborough County,2.6
2016,November,New Hampshire,Sullivan County,2.1
2016,November,New Hampshire,Merrimack County,2.2
2016,November,Wisconsin,Waupaca County,3.4
2016,November,Wisconsin,Menominee County,6.9
2016,November,Wisconsin,Sheboygan County,3.2
2016,November,Wisconsin,Green County,2.8
2016,November,Wisconsin,Kenosha County,4.2
2016,November,Wisconsin,Jefferson County,3.6
2016,November,Wisconsin,La Crosse County,3.1
2016,November,Wisconsin,Pepin County,3.2
2016,November,Wisconsin,Sawyer County,5.3
2016,November,Wisconsin,Lafayette County,2.8
2016,November,Wisconsin,Outagamie County,3.2
2016,November,Wisconsin,Manitowoc County,3.7
2016,November,Wisconsin,Wood County,4.1
2016,November,Wisconsin,Buffalo County,3.8
2016,November,Wisconsin,Marquette County,4.5
2016,November,Wisconsin,Calumet County,2.9
2016,November,Wisconsin,Eau Claire County,3.0
2016,November,Wisconsin,Adams County,5.2
2016,November,Wisconsin,Marinette County,4.9
2016,November,Wisconsin,Waukesha County,3.2
2016,November,Wisconsin,Polk County,4.1
2016,November,Wisconsin,Marathon County,3.1
2016,November,Wisconsin,Ozaukee County,3.1
2016,November,Wisconsin,Burnett County,5.2
2016,November,Wisconsin,Ashland County,4.8
2016,November,Wisconsin,Lincoln County,3.8
2016,November,Wisconsin,Jackson County,3.6
2016,November,Wisconsin,Rusk County,4.4
2016,November,Wisconsin,Green Lake County,4.3
2016,November,Wisconsin,Kewaunee County,3.1
2016,November,Wisconsin,Shawano County,3.5
2016,November,Wisconsin,Vilas County,5.0
2016,November,Wisconsin,Rock County,3.8
2016,November,Wisconsin,Barron County,3.6
2016,November,Wisconsin,Pierce County,3.7
2016,November,Wisconsin,Door County,4.4
2016,November,Wisconsin,Saint Croix County,3.4
2016,November,Wisconsin,Winnebago County,3.3
2016,November,Wisconsin,Walworth County,3.5
2016,November,Wisconsin,Taylor County,3.6
2016,November,Wisconsin,Milwaukee County,4.6
2016,November,Wisconsin,Dodge County,3.2
2016,November,Wisconsin,Chippewa County,3.4
2016,November,Wisconsin,Washington County,3.1
2016,November,Wisconsin,Brown County,3.3
2016,November,Wisconsin,Clark County,3.1
2016,November,Wisconsin,Sauk County,3.3
2016,November,Wisconsin,Dunn County,3.3
2016,November,Wisconsin,Oneida County,4.3
2016,November,Wisconsin,Racine County,4.4
2016,November,Wisconsin,Juneau County,4.2
2016,November,Wisconsin,Douglas County,5.0
2016,November,Wisconsin,Florence County,5.6
2016,November,Wisconsin,Oconto County,3.5
2016,November,Wisconsin,Monroe County,3.9
2016,November,Wisconsin,Bayfield County,6.2
2016,November,Wisconsin,Richland County,3.2
2016,November,Wisconsin,Iron County,6.3
2016,November,Wisconsin,Columbia County,3.2
2016,November,Wisconsin,Price County,4.1
2016,November,Wisconsin,Portage County,3.2
2016,November,Wisconsin,Vernon County,3.2
2016,November,Wisconsin,Grant County,3.2
2016,November,Wisconsin,Crawford County,4.0
2016,November,Wisconsin,Washburn County,4.3
2016,November,Wisconsin,Iowa County,2.8
2016,November,Wisconsin,Trempealeau County,3.0
2016,November,Wisconsin,Fond du Lac County,2.9
2016,November,Wisconsin,Langlade County,4.3
2016,November,Wisconsin,Waushara County,4.3
2016,November,Wisconsin,Forest County,5.3
2016,November,Wisconsin,Dane County,2.7
2016,November,Vermont,Caledonia County,3.6
2016,November,Vermont,Chittenden County,2.2
2016,November,Vermont,Essex County,5.3
2016,November,Vermont,Windham County,3.1
2016,November,Vermont,Lamoille County,3.9
2016,November,Vermont,Addison County,2.6
2016,November,Vermont,Washington County,2.8
2016,November,Vermont,Franklin County,2.9
2016,November,Vermont,Bennington County,3.5
2016,November,Vermont,Windsor County,2.7
2016,November,Vermont,Orange County,2.6
2016,November,Vermont,Grand Isle County,3.6
2016,November,Vermont,Orleans County,4.3
2016,November,Vermont,Rutland County,3.4
2016,November,North Dakota,Renville County,3.8
2016,November,North Dakota,Williams County,3.5
2016,November,North Dakota,Stutsman County,2.1
2016,November,North Dakota,Eddy County,3.5
2016,November,North Dakota,Slope County,2.0
2016,November,North Dakota,Emmons County,4.4
2016,November,North Dakota,Traill County,2.1
2016,November,North Dakota,Griggs County,2.2
2016,November,North Dakota,Morton County,2.8
2016,November,North Dakota,Towner County,2.0
2016,November,North Dakota,Dickey County,1.8
2016,November,North Dakota,Ramsey County,2.4
2016,November,North Dakota,Adams County,2.1
2016,November,North Dakota,Bowman County,2.1
2016,November,North Dakota,Sioux County,4.0
2016,November,North Dakota,Ward County,3.2
2016,November,North Dakota,McLean County,2.8
2016,November,North Dakota,Burleigh County,2.2
2016,November,North Dakota,Steele County,2.0
2016,November,North Dakota,Cavalier County,2.1
2016,November,North Dakota,Mountrail County,2.7
2016,November,North Dakota,Bottineau County,3.2
2016,November,North Dakota,Ransom County,1.8
2016,November,North Dakota,Logan County,2.6
2016,November,North Dakota,Mercer County,4.5
2016,November,North Dakota,Foster County,2.1
2016,November,North Dakota,McHenry County,4.1
2016,November,North Dakota,Cass County,2.0
2016,November,North Dakota,Benson County,3.4
2016,November,North Dakota,Nelson County,2.8
2016,November,North Dakota,McKenzie County,3.1
2016,November,North Dakota,Pierce County,3.2
2016,November,North Dakota,Billings County,2.8
2016,November,North Dakota,Golden Valley County,2.2
2016,November,North Dakota,Divide County,2.2
2016,November,North Dakota,Stark County,3.2
2016,November,North Dakota,Dunn County,2.8
2016,November,North Dakota,Rolette County,7.1
2016,November,North Dakota,Burke County,4.5
2016,November,North Dakota,McIntosh County,2.6
2016,November,North Dakota,Barnes County,2.4
2016,November,North Dakota,Sheridan County,4.2
2016,November,North Dakota,Kidder County,2.8
2016,November,North Dakota,Sargent County,1.7
2016,November,North Dakota,Richland County,2.3
2016,November,North Dakota,Lamoure County,1.7
2016,November,North Dakota,Walsh County,2.8
2016,November,North Dakota,Wells County,3.1
2016,November,North Dakota,Oliver County,5.1
2016,November,North Dakota,Grant County,2.8
2016,November,North Dakota,Grand Forks County,2.1
2016,November,North Dakota,Hettinger County,2.7
2016,November,North Dakota,Pembina County,3.8
2016,November,Pennsylvania,Wayne County,5.2
2016,November,Pennsylvania,Luzerne County,5.7
2016,November,Pennsylvania,Westmoreland County,5.2
2016,November,Pennsylvania,Allegheny County,4.8
2016,November,Pennsylvania,Wyoming County,5.3
2016,November,Pennsylvania,Jefferson County,6.1
2016,November,Pennsylvania,Cameron County,6.7
2016,November,Pennsylvania,Beaver County,5.7
2016,November,Pennsylvania,Erie County,5.9
2016,November,Pennsylvania,Monroe County,5.8
2016,November,Pennsylvania,Susquehanna County,4.8
2016,November,Pennsylvania,Adams County,3.5
2016,November,Pennsylvania,Schuylkill County,5.7
2016,November,Pennsylvania,Perry County,4.1
2016,November,Pennsylvania,York County,4.1
2016,November,Pennsylvania,Fulton County,5.5
2016,November,Pennsylvania,Cumberland County,3.7
2016,November,Pennsylvania,Lebanon County,4.1
2016,November,Pennsylvania,Mc Kean County,6.1
2016,November,Pennsylvania,Delaware County,4.5
2016,November,Pennsylvania,Potter County,6.9
2016,November,Pennsylvania,Pike County,6.0
2016,November,Pennsylvania,Lycoming County,5.6
2016,November,Pennsylvania,Northumberland County,5.9
2016,November,Pennsylvania,Berks County,4.5
2016,November,Pennsylvania,Franklin County,4.6
2016,November,Pennsylvania,Mercer County,5.5
2016,November,Pennsylvania,Bucks County,4.3
2016,November,Pennsylvania,Lawrence County,6.0
2016,November,Pennsylvania,Butler County,4.5
2016,November,Pennsylvania,Indiana County,6.0
2016,November,Pennsylvania,Crawford County,5.5
2016,November,Pennsylvania,Chester County,3.6
2016,November,Pennsylvania,Venango County,6.8
2016,November,Pennsylvania,Greene County,6.3
2016,November,Pennsylvania,Clearfield County,6.4
2016,November,Pennsylvania,Clarion County,5.4
2016,November,Pennsylvania,Blair County,4.8
2016,November,Pennsylvania,Carbon County,5.6
2016,November,Pennsylvania,Montour County,3.7
2016,November,Pennsylvania,Clinton County,5.7
2016,November,Pennsylvania,Tioga County,6.1
2016,November,Pennsylvania,Washington County,5.5
2016,November,Pennsylvania,Bradford County,5.3
2016,November,Pennsylvania,Centre County,3.5
2016,November,Pennsylvania,Dauphin County,4.4
2016,November,Pennsylvania,Sullivan County,5.3
2016,November,Pennsylvania,Lehigh County,5.0
2016,November,Pennsylvania,Northampton County,4.8
2016,November,Pennsylvania,Cambria County,6.0
2016,November,Pennsylvania,Lancaster County,3.8
2016,November,Pennsylvania,Juniata County,4.9
2016,November,Pennsylvania,Union County,4.4
2016,November,Pennsylvania,Lackawanna County,5.0
2016,November,Pennsylvania,Columbia County,4.6
2016,November,Pennsylvania,Fayette County,7.3
2016,November,Pennsylvania,Armstrong County,6.4
2016,November,Pennsylvania,Elk County,5.4
2016,November,Pennsylvania,Huntingdon County,6.3
2016,November,Pennsylvania,Snyder County,4.5
2016,November,Pennsylvania,Bedford County,5.3
2016,November,Pennsylvania,Montgomery County,3.8
2016,November,Pennsylvania,Mifflin County,5.1
2016,November,Pennsylvania,Warren County,5.0
2016,November,Pennsylvania,Philadelphia County,6.3
2016,November,Pennsylvania,Forest County,7.5
2016,November,Pennsylvania,Somerset County,6.5
2016,November,Kentucky,Monroe County,3.4
2016,November,Kentucky,Green County,3.6
2016,November,Kentucky,Taylor County,4.1
2016,November,Kentucky,Laurel County,4.9
2016,November,Kentucky,Madison County,3.2
2016,November,Kentucky,Knott County,8.1
2016,November,Kentucky,Breckinridge County,4.6
2016,November,Kentucky,Todd County,3.4
2016,November,Kentucky,Marion County,3.6
2016,November,Kentucky,Knox County,6.4
2016,November,Kentucky,Gallatin County,4.2
2016,November,Kentucky,Crittenden County,4.1
2016,November,Kentucky,Lincoln County,4.9
2016,November,Kentucky,Hardin County,3.7
2016,November,Kentucky,Pike County,8.1
2016,November,Kentucky,Logan County,3.5
2016,November,Kentucky,Lyon County,5.3
2016,November,Kentucky,Lawrence County,8.1
2016,November,Kentucky,Butler County,4.3
2016,November,Kentucky,Harlan County,8.9
2016,November,Kentucky,Boone County,3.2
2016,November,Kentucky,Clinton County,5.4
2016,November,Kentucky,Greenup County,6.6
2016,November,Kentucky,Larue County,3.7
2016,November,Kentucky,Spencer County,3.2
2016,November,Kentucky,Oldham County,2.8
2016,November,Kentucky,Christian County,4.7
2016,November,Kentucky,Scott County,3.1
2016,November,Kentucky,Grant County,4.0
2016,November,Kentucky,Graves County,5.3
2016,November,Kentucky,Bourbon County,3.9
2016,November,Kentucky,Robertson County,5.0
2016,November,Kentucky,Breathitt County,7.3
2016,November,Kentucky,Owen County,4.0
2016,November,Kentucky,Livingston County,5.6
2016,November,Kentucky,Mason County,4.5
2016,November,Kentucky,Jefferson County,3.6
2016,November,Kentucky,Campbell County,3.2
2016,November,Kentucky,Hart County,3.8
2016,November,Kentucky,Marshall County,4.6
2016,November,Kentucky,Pulaski County,4.3
2016,November,Kentucky,Anderson County,3.1
2016,November,Kentucky,Hopkins County,4.4
2016,November,Kentucky,Casey County,4.1
2016,November,Kentucky,Leslie County,9.5
2016,November,Kentucky,Garrard County,4.0
2016,November,Kentucky,Bracken County,4.7
2016,November,Kentucky,Morgan County,5.7
2016,November,Kentucky,Perry County,7.8
2016,November,Kentucky,Simpson County,3.6
2016,November,Kentucky,Meade County,4.1
2016,November,Kentucky,Trigg County,4.3
2016,November,Kentucky,Whitley County,5.3
2016,November,Kentucky,Johnson County,7.5
2016,November,Kentucky,Powell County,5.8
2016,November,Kentucky,Boyle County,4.2
2016,November,Kentucky,Caldwell County,4.3
2016,November,Kentucky,Muhlenberg County,5.2
2016,November,Kentucky,Menifee County,6.0
2016,November,Kentucky,Fayette County,2.9
2016,November,Kentucky,Russell County,6.9
2016,November,Kentucky,Elliott County,8.4
2016,November,Kentucky,Shelby County,2.9
2016,November,Kentucky,Warren County,3.1
2016,November,Kentucky,Letcher County,8.5
2016,November,Kentucky,Martin County,6.9
2016,November,Kentucky,Edmonson County,5.0
2016,November,Kentucky,McCracken County,4.8
2016,November,Kentucky,Lee County,6.6
2016,November,Kentucky,Fulton County,5.3
2016,November,Kentucky,Ballard County,6.9
2016,November,Kentucky,Woodford County,2.6
2016,November,Kentucky,McLean County,3.8
2016,November,Kentucky,Carlisle County,5.7
2016,November,Kentucky,Franklin County,3.2
2016,November,Kentucky,Mercer County,4.1
2016,November,Kentucky,Allen County,3.3
2016,November,Kentucky,Grayson County,6.1
2016,November,Kentucky,Clay County,7.8
2016,November,Kentucky,Henry County,3.3
2016,November,Kentucky,Rowan County,4.5
2016,November,Kentucky,Cumberland County,4.2
2016,November,Kentucky,Kenton County,3.4
2016,November,Kentucky,Boyd County,6.4
2016,November,Kentucky,Washington County,3.2
2016,November,Kentucky,Carter County,7.6
2016,November,Kentucky,Estill County,4.8
2016,November,Kentucky,Wolfe County,6.9
2016,November,Kentucky,Harrison County,4.1
2016,November,Kentucky,Floyd County,8.2
2016,November,Kentucky,Daviess County,3.7
2016,November,Kentucky,Rockcastle County,4.3
2016,November,Kentucky,Montgomery County,4.8
2016,November,Kentucky,Barren County,3.8
2016,November,Kentucky,Webster County,4.6
2016,November,Kentucky,Wayne County,6.1
2016,November,Kentucky,Owsley County,7.4
2016,November,Kentucky,Calloway County,3.6
2016,November,Kentucky,Henderson County,4.0
2016,November,Kentucky,Bath County,5.6
2016,November,Kentucky,Adair County,5.2
2016,November,Kentucky,Hancock County,4.3
2016,November,Kentucky,Carroll County,4.1
2016,November,Kentucky,Lewis County,6.8
2016,November,Kentucky,Jackson County,5.9
2016,November,Kentucky,McCreary County,5.8
2016,November,Kentucky,Fleming County,4.2
2016,November,Kentucky,Trimble County,4.4
2016,November,Kentucky,Ohio County,5.1
2016,November,Kentucky,Nelson County,3.7
2016,November,Kentucky,Bullitt County,3.4
2016,November,Kentucky,Bell County,6.7
2016,November,Kentucky,Jessamine County,3.2
2016,November,Kentucky,Metcalfe County,3.5
2016,November,Kentucky,Clark County,3.8
2016,November,Kentucky,Union County,5.2
2016,November,Kentucky,Hickman County,4.7
2016,November,Kentucky,Pendleton County,4.0
2016,November,Kentucky,Magoffin County,12.3
2016,November,Kentucky,Nicholas County,4.4
2016,November,Hawaii,Maui County,3.0
2016,November,Hawaii,Honolulu County,2.7
2016,November,Hawaii,Hawaii County,3.4
2016,November,Hawaii,Kauai County,3.1
2016,November,Nebraska,Red Willow County,2.3
2016,November,Nebraska,Madison County,2.5
2016,November,Nebraska,Stanton County,2.6
2016,November,Nebraska,Sarpy County,2.6
2016,November,Nebraska,Adams County,2.8
2016,November,Nebraska,Nance County,2.3
2016,November,Nebraska,Blaine County,4.2
2016,November,Nebraska,Knox County,2.8
2016,November,Nebraska,York County,2.4
2016,November,Nebraska,Fillmore County,2.6
2016,November,Nebraska,Lincoln County,2.9
2016,November,Nebraska,Gosper County,2.1
2016,November,Nebraska,Furnas County,2.4
2016,November,Nebraska,Pierce County,2.4
2016,November,Nebraska,Saline County,2.7
2016,November,Nebraska,Logan County,2.4
2016,November,Nebraska,Chase County,1.9
2016,November,Nebraska,Box Butte County,3.4
2016,November,Nebraska,Keya Paha County,2.0
2016,November,Nebraska,Butler County,3.3
2016,November,Nebraska,Custer County,2.0
2016,November,Nebraska,Harlan County,2.3
2016,November,Nebraska,Boone County,2.8
2016,November,Nebraska,Scotts Bluff County,3.5
2016,November,Nebraska,Sheridan County,2.9
2016,November,Nebraska,Otoe County,3.3
2016,November,Nebraska,Dawson County,2.9
2016,November,Nebraska,Brown County,3.3
2016,November,Nebraska,Dakota County,4.3
2016,November,Nebraska,Nemaha County,3.7
2016,November,Nebraska,Dixon County,3.0
2016,November,Nebraska,Grant County,2.5
2016,November,Nebraska,Howard County,2.9
2016,November,Nebraska,Deuel County,3.2
2016,November,Nebraska,Greeley County,2.6
2016,November,Nebraska,Jefferson County,2.2
2016,November,Nebraska,Colfax County,2.4
2016,November,Nebraska,Garden County,4.1
2016,November,Nebraska,Sioux County,2.8
2016,November,Nebraska,Burt County,3.4
2016,November,Nebraska,Richardson County,3.4
2016,November,Nebraska,Antelope County,2.1
2016,November,Nebraska,Garfield County,2.4
2016,November,Nebraska,Phelps County,2.4
2016,November,Nebraska,Holt County,2.3
2016,November,Nebraska,Keith County,2.8
2016,November,Nebraska,Dundy County,2.3
2016,November,Nebraska,Hayes County,2.3
2016,November,Nebraska,Nuckolls County,2.8
2016,November,Nebraska,Douglas County,3.1
2016,November,Nebraska,Lancaster County,2.4
2016,November,Nebraska,Seward County,2.3
2016,November,Nebraska,Frontier County,2.3
2016,November,Nebraska,Valley County,2.8
2016,November,Nebraska,Platte County,3.0
2016,November,Nebraska,Arthur County,7.4
2016,November,Nebraska,Thomas County,3.7
2016,November,Nebraska,Buffalo County,2.4
2016,November,Nebraska,Hooker County,3.2
2016,November,Nebraska,Merrick County,3.0
2016,November,Nebraska,Cedar County,2.4
2016,November,Nebraska,Dawes County,2.3
2016,November,Nebraska,Franklin County,2.9
2016,November,Nebraska,Johnson County,3.3
2016,November,Nebraska,Clay County,2.6
2016,November,Nebraska,Loup County,3.4
2016,November,Nebraska,Boyd County,2.9
2016,November,Nebraska,Washington County,2.8
2016,November,Nebraska,Rock County,2.5
2016,November,Nebraska,Kimball County,3.7
2016,November,Nebraska,Cherry County,2.3
2016,November,Nebraska,McPherson County,2.0
2016,November,Nebraska,Wheeler County,2.1
2016,November,Nebraska,Webster County,2.8
2016,November,Nebraska,Wayne County,2.2
2016,November,Nebraska,Saunders County,2.7
2016,November,Nebraska,Polk County,2.5
2016,November,Nebraska,Thayer County,2.0
2016,November,Nebraska,Kearney County,2.4
2016,November,Nebraska,Morrill County,2.8
2016,November,Nebraska,Pawnee County,2.2
2016,November,Nebraska,Perkins County,1.9
2016,November,Nebraska,Thurston County,5.2
2016,November,Nebraska,Gage County,3.0
2016,November,Nebraska,Hall County,3.1
2016,November,Nebraska,Cass County,3.0
2016,November,Nebraska,Banner County,2.7
2016,November,Nebraska,Dodge County,2.9
2016,November,Nebraska,Cuming County,2.8
2016,November,Nebraska,Hitchcock County,3.3
2016,November,Nebraska,Sherman County,2.8
2016,November,Nebraska,Cheyenne County,2.6
2016,November,Nebraska,Hamilton County,2.4
2016,November,Missouri,Monroe County,4.0
2016,November,Missouri,Madison County,4.4
2016,November,Missouri,Cole County,2.8
2016,November,Missouri,Chariton County,3.5
2016,November,Missouri,Camden County,4.9
2016,November,Missouri,Linn County,5.6
2016,November,Missouri,Knox County,3.4
2016,November,Missouri,Ralls County,3.3
2016,November,Missouri,Lincoln County,3.4
2016,November,Missouri,Pike County,3.5
2016,November,Missouri,Saline County,3.6
2016,November,Missouri,Bates County,4.3
2016,November,Missouri,Lawrence County,3.4
2016,November,Missouri,Butler County,4.6
2016,November,Missouri,Howell County,5.4
2016,November,Missouri,Boone County,2.6
2016,November,Missouri,Dade County,3.7
2016,November,Missouri,Benton County,4.9
2016,November,Missouri,Clinton County,3.3
2016,November,Missouri,Schuyler County,6.1
2016,November,Missouri,Clark County,6.3
2016,November,Missouri,Webster County,4.2
2016,November,Missouri,Mississippi County,5.6
2016,November,Missouri,Macon County,3.8
2016,November,Missouri,Christian County,3.0
2016,November,Missouri,Iron County,5.6
2016,November,Missouri,Scott County,4.9
2016,November,Missouri,Laclede County,5.4
2016,November,Missouri,Dunklin County,6.5
2016,November,Missouri,McDonald County,3.6
2016,November,Missouri,Livingston County,3.1
2016,November,Missouri,Barry County,3.7
2016,November,Missouri,Jefferson County,3.3
2016,November,Missouri,Saint Louis County,3.4
2016,November,Missouri,Pulaski County,4.8
2016,November,Missouri,Cape Girardeau County,3.6
2016,November,Missouri,New Madrid County,8.6
2016,November,Missouri,Jasper County,3.6
2016,November,Missouri,Vernon County,3.9
2016,November,Missouri,Stoddard County,5.3
2016,November,Missouri,Morgan County,5.1
2016,November,Missouri,Lafayette County,3.3
2016,November,Missouri,Marion County,3.5
2016,November,Missouri,Perry County,2.8
2016,November,Missouri,Howard County,3.4
2016,November,Missouri,Phelps County,3.9
2016,November,Missouri,Holt County,2.2
2016,November,Missouri,Douglas County,4.7
2016,November,Missouri,Pemiscot County,7.5
2016,November,Missouri,Gasconade County,5.7
2016,November,Missouri,Texas County,5.4
2016,November,Missouri,Caldwell County,3.6
2016,November,Missouri,Randolph County,4.1
2016,November,Missouri,Ozark County,5.9
2016,November,Missouri,Osage County,2.8
2016,November,Missouri,Saint Clair County,5.3
2016,November,Missouri,Scotland County,3.4
2016,November,Missouri,Oregon County,5.0
2016,November,Missouri,Shelby County,3.4
2016,November,Missouri,Platte County,3.0
2016,November,Missouri,Sullivan County,4.4
2016,November,Missouri,Taney County,4.5
2016,November,Missouri,Warren County,3.2
2016,November,Missouri,Wayne County,4.4
2016,November,Missouri,Stone County,4.5
2016,November,Missouri,Callaway County,3.2
2016,November,Missouri,Gentry County,2.9
2016,November,Missouri,Cedar County,3.9
2016,November,Missouri,Audrain County,3.3
2016,November,Missouri,Reynolds County,4.8
2016,November,Missouri,Ray County,3.8
2016,November,Missouri,Franklin County,3.3
2016,November,Missouri,Mercer County,3.5
2016,November,Missouri,Johnson County,3.9
2016,November,Missouri,Clay County,3.2
2016,November,Missouri,Henry County,4.2
2016,November,Missouri,Crawford County,4.8
2016,November,Missouri,Barton County,5.3
2016,November,Missouri,Washington County,5.1
2016,November,Missouri,Carter County,5.6
2016,November,Missouri,Harrison County,3.4
2016,November,Missouri,Putnam County,4.2
2016,November,Missouri,Andrew County,3.0
2016,November,Missouri,Saint Francois County,4.5
2016,November,Missouri,Daviess County,3.1
2016,November,Missouri,Montgomery County,3.5
2016,November,Missouri,Miller County,4.4
2016,November,Missouri,Nodaway County,3.6
2016,November,Missouri,Saint Charles County,2.8
2016,November,Missouri,Newton County,3.6
2016,November,Missouri,Moniteau County,3.5
2016,November,Missouri,Polk County,3.8
2016,November,Missouri,Dekalb County,3.5
2016,November,Missouri,Maries County,4.6
2016,November,Missouri,Buchanan County,3.6
2016,November,Missouri,Wright County,4.7
2016,November,Missouri,Sainte Genevieve County,4.4
2016,November,Missouri,Bollinger County,4.1
2016,November,Missouri,Grundy County,3.5
2016,November,Missouri,Adair County,4.9
2016,November,Missouri,Pettis County,3.9
2016,November,Missouri,Carroll County,4.2
2016,November,Missouri,Lewis County,3.8
2016,November,Missouri,Jackson County,4.4
2016,November,Missouri,Hickory County,5.0
2016,November,Missouri,Cass County,3.4
2016,November,Missouri,Atchison County,3.6
2016,November,Missouri,Dent County,4.7
2016,November,Missouri,Greene County,3.1
2016,November,Missouri,Worth County,2.6
2016,November,Missouri,Cooper County,3.7
2016,November,Missouri,Dallas County,4.8
2016,November,Missouri,Ripley County,6.2
2016,November,Missouri,Saint Louis City,4.4
2016,November,Missouri,Shannon County,6.2
2016,November,Ohio,Pickaway County,4.4
2016,November,Ohio,Monroe County,9.0
2016,November,Ohio,Madison County,3.3
2016,November,Ohio,Tuscarawas County,5.0
2016,November,Ohio,Williams County,3.9
2016,November,Ohio,Adams County,6.4
2016,November,Ohio,Marion County,4.6
2016,November,Ohio,Knox County,3.9
2016,November,Ohio,Champaign County,4.2
